country,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49
India,-0.20356,-0.8707,-0.19172,0.73862,0.18494,0.14926,0.48079,-0.21633,0.72753,-0.36912,0.13397,-0.1143,-0.18075,-0.64683,-0.18484,0.83575,0.48179,0.76026,-0.50381,0.80743,1.2195,0.3459,0.22185,0.31335,1.2066,-1.8441,0.14064,-0.99715,-1.1402,0.32342,3.2128,0.42708,0.19504,0.80113,0.38555,-0.12568,-0.26533,0.055264,-1.1557,0.16836,-0.82228,0.20394,0.089235,-0.60125,-0.032878,1.3735,-0.51661,0.29611,0.23951,-1.3801
China,-0.22427,0.27427,0.054742,1.4692,0.061821,-0.51894,0.45027,-0.32164,0.57876,-0.049142,0.52523,-0.18784,0.52539,-0.058431,0.19741,0.30754,-0.45412,0.38268,0.33441,0.42801,0.98406,-0.7637,-0.066755,-1.0027,1.1942,-2.3916,0.24326,-0.40705,-0.63413,-0.20832,3.8851,0.75046,0.14857,0.24485,-1.0143,-0.76356,-0.63824,0.73037,-1.2025,0.18932,-1.2139,-0.55377,1.3033,-0.82461,0.9965,0.15117,-0.65753,0.28569,0.45374,-0.85646
USA,-1.256,0.67149,0.1418,1.5068,-0.54231,-0.014556,-1.0648,-0.60224,0.55127,-0.67244,0.39114,-0.55533,-0.54794,-0.37832,0.35629,0.15954,0.030876,0.31742,-0.87051,0.21663,-0.30207,0.12983,0.19678,0.79039,-0.56554,-0.82879,-0.19614,-0.82778,-0.6898,-1.0809,1.8179,-0.26586,0.065575,-0.1093,-0.66603,-1.1031,0.12164,-0.29828,-0.0003941,-0.72735,0.905,-0.74758,0.76054,-0.4513,0.10696,0.8653,-0.43969,-0.47675,-0.91554,0.9724
Indonesia,0.50731,-0.87783,0.24249,1.3903,0.022146,-0.81473,0.75249,-0.15269,0.59991,0.50067,0.71337,-0.52647,0.21689,-0.037839,0.68195,0.64152,0.066501,0.36262,0.1056,0.85045,0.063619,0.29074,0.0071922,-0.08543,0.46046,-1.177,0.59601,-0.43192,-1.087,0.20318,2.6747,0.3077,0.14464,0.37428,-0.08624,-0.19423,-0.25764,-0.96367,-0.57695,-0.3511,-1.3974,0.32864,0.903,-1.1811,0.23645,1.0362,-0.58633,0.30987,0.32511,-1.2101
Pakistan,0.093731,-0.76398,0.33058,0.56553,0.34119,-0.43292,0.47741,0.2661,1.1704,-0.54634,-0.16965,-0.50994,-0.86457,-0.67518,-0.38377,1.1203,0.62431,0.065409,-0.12632,1.3,0.24576,1.0203,0.9235,0.41756,0.29078,-2.083,0.4507,-0.44789,-0.3796,0.48155,2.8687,0.56244,-0.087388,0.57662,0.97655,0.45718,-0.16975,-0.43693,-1.5763,0.19571,-0.52565,0.66193,-0.13605,-0.52883,0.37579,1.0104,-0.7011,1.2532,-0.10438,-1.348
Nigeria,-0.1002,-0.71776,-0.065878,1.1664,0.088241,-0.70581,0.14715,0.41536,1.3404,0.43015,0.85976,-0.31783,0.099693,-0.72363,0.6767,0.29136,0.41531,0.19075,-0.21264,0.49955,-0.12571,0.1804,0.39592,0.1831,-0.24054,-1.1642,0.72876,-0.54726,-0.6379,0.67629,1.9417,0.64861,-0.49602,0.37441,0.18206,0.063983,-0.70922,-0.46241,-0.09928,0.14539,-0.64004,0.92863,0.14358,-0.93657,-0.32357,1.4889,-0.85265,0.76541,-0.19807,-1.5821
Brazil,0.014697,-0.4585,-0.049365,1.1068,-0.34228,-0.99984,-0.59754,-0.021446,0.070466,1.0038,1.3814,-0.15615,-0.04429,-0.64585,1.2024,-0.35262,0.094759,-0.26553,-0.16363,-0.29023,-0.90477,-0.64781,-0.23873,0.42291,0.019089,-1.194,0.68176,-0.019443,-0.42695,0.073599,2.5519,0.61103,-0.57614,0.053781,-0.22584,-0.67029,-0.91667,0.71881,0.012405,-0.55416,-0.52862,0.33267,1.2562,-1.3472,-0.43544,1.2502,-0.12576,-0.060888,0.79752,-1.1951
Bangladesh,-0.78462,-0.88502,-0.15896,0.63827,-0.24711,-0.75367,0.50816,0.24133,1.554,-0.26346,0.25973,-0.38475,0.26602,-0.38599,-0.066866,0.14641,0.23601,0.468,0.077611,1.153,0.15401,0.55081,0.77775,0.31938,0.34146,-0.72249,0.52206,-0.66022,-0.95038,0.83269,2.6301,0.76556,0.18253,1.1606,0.22053,0.83714,0.24177,-0.48216,-0.40501,0.076339,-0.8855,0.3561,0.025617,-0.67388,0.091004,1.1873,-1.1243,0.37364,0.94965,-1.6012
Russia,0.32097,1.0144,0.50412,0.42314,-0.017368,0.42165,0.78563,1.2075,-0.82915,-0.12545,0.72666,-0.68589,-0.16918,0.89959,0.43864,0.24371,0.049558,-0.23954,0.35105,0.69405,0.47494,-0.80122,-0.11579,-0.33322,0.35565,-2.5386,0.37923,0.052781,0.54565,0.13112,2.7354,0.45458,-0.12994,-0.10698,-1.2169,-0.57424,-0.7642,1.2824,-0.95928,0.0053543,0.20225,-0.31514,2.1783,-1.7204,0.11169,0.62552,-0.87655,0.93488,-0.75778,-0.49446
Ethiopia,0.70239,-0.24528,-0.059709,0.46773,-0.44004,0.038748,0.30878,-0.043989,1.1242,-0.77292,0.60161,-0.77001,-0.16113,-1.6514,0.59773,0.40098,0.37838,0.090369,0.54672,1.1767,-0.8561,0.52485,0.73324,0.22767,0.72468,-0.90375,0.47506,-0.4134,-0.71348,0.78031,1.6549,0.5121,-1.2976,1.2029,-0.28644,0.013201,-0.87789,0.25123,-1.0525,0.48722,0.0051964,0.39018,0.42821,-1.0567,-0.29918,0.25656,-0.34637,0.71131,-0.53657,-1.9569
Mexico,0.41189,-0.093082,-0.18871,1.0692,-0.53433,-0.99734,-0.55511,0.32821,0.13527,0.56191,0.4153,-0.76649,0.64603,-0.18546,0.78123,-0.89799,-0.49891,-0.2208,-0.13527,0.18387,-0.71566,-0.76888,-0.080441,0.00049022,-0.52532,-1.8385,0.17512,0.33196,0.24221,-0.56305,2.6126,-0.0023889,-0.5464,-0.73415,-0.46359,-0.75214,-1.2924,0.2636,0.28462,0.026416,-1.0242,0.57252,1.4757,-1.2457,-0.62902,0.40549,-0.41026,-0.60271,0.13786,-0.079502
Japan,-0.31739,-0.14033,0.32292,1.072,0.33008,0.39406,-0.016682,0.076903,-0.74591,-0.31521,1.0033,-0.12659,0.063252,0.64006,0.70721,0.84303,-0.68832,0.47214,-0.66002,0.73962,1.1116,-0.89428,-0.90364,-0.47281,0.88529,-2.0194,0.30623,-0.31662,-0.44423,-0.52139,3.0287,0.70315,0.92315,0.52263,-0.62674,-0.58995,-0.15876,-0.078332,-1.0794,-0.71552,-1.2764,-0.85554,1.2827,-1.2134,1.0125,0.40329,-0.16276,0.99117,0.031016,-0.35431
Egypt,0.75689,0.81669,-0.25743,-0.036118,-0.010797,-0.6895,0.10243,0.41161,0.33417,0.2597,0.23271,-0.32065,-0.4423,-0.24886,0.2994,0.85705,0.61531,-0.90883,0.097914,1.8604,0.37089,0.3509,0.62258,0.0058125,0.092549,-1.6326,0.30094,-0.3016,-0.16522,0.51995,2.3563,0.21679,-0.84397,0.79183,0.093384,-0.061096,-0.14283,0.44168,-1.2029,1.0734,-0.15193,0.11218,0.58621,-0.68003,0.32269,0.48905,-0.92192,0.52071,-0.24261,-1.8315
Philippines,0.67166,-0.50978,-0.042586,1.1606,0.29798,-1.039,0.14091,-0.0038353,0.37521,0.1462,0.79247,-0.26469,0.72262,-0.22795,0.17277,-0.33822,-0.89928,0.31675,-0.19891,1.0077,-0.16834,-0.071295,0.088306,-0.20896,-0.27093,-1.1131,0.56127,-0.63922,-0.61902,-0.069162,2.3592,0.26383,-0.33826,-0.06612,-0.061878,-0.2542,-0.76878,-1.1012,-0.42139,-0.085953,-1.4476,0.19352,0.69993,-1.5084,-0.045248,0.24279,-0.45955,-0.2349,0.17556,-0.52728
DR Congo,0.874245,-0.18080999,-0.1595315,0.39198,-0.24287999,-0.108947,0.06787645,-0.25149,0.313992,-0.764165,0.297355,0.09970501,-0.41793,-1.19234,0.32898998,0.14774501,0.469665,0.205872,0.256495,0.60254,-0.67904997,0.65059,0.88751,0.2036765,-0.227795,-0.49996,0.3534,-0.51142454,-0.6415385,1.06535,1.58225,-0.2959545,-1.2449,0.220045,0.110845,0.226585,-0.61635,-0.4416055,0.4289255,0.0995975,0.152429,0.73441,-0.087805,-1.26168,0.23475501,0.60808,-0.40468,-0.2341675,-0.036695004,-0.490425
Vietnam,0.015116,-0.10943,-0.27907,0.21508,-0.29031,-0.53296,0.19078,-0.41052,0.44114,-0.62994,0.18833,-0.21939,0.41152,-0.50776,0.43244,-0.53374,-0.64635,0.71545,0.32507,1.2133,-0.28625,-0.70367,0.3289,-0.75187,0.36866,-1.91,-0.045114,-0.29222,-0.13062,-0.085536,2.4892,0.38918,-0.20016,0.6271,-0.70908,0.065848,-0.6934,0.42858,-0.96318,0.21551,-1.26,0.10016,0.88836,-1.2289,0.66346,-0.34112,-0.59078,0.12597,-0.30163,0.0054462
Iran,-0.18997,0.11493,0.85566,-0.039811,0.10742,-0.44042,1.2496,0.49928,0.58689,0.8321,0.027948,-0.85445,-0.39854,-0.18763,-0.050099,0.95036,0.59861,0.25454,0.6548,0.87505,0.82139,-0.0041283,0.9193,-0.033385,0.1914,-3.0393,0.58703,0.23673,0.031058,0.17775,2.4503,-0.35655,-0.68777,-0.43984,0.12271,-0.46345,-0.29642,0.33648,-1.6442,0.23183,-0.019779,0.0057172,0.94701,-1.2708,0.53767,0.80297,-0.70422,1.7059,-0.64729,-0.97299
Turkey,0.38135,-0.20444,-0.57329,0.039556,0.56655,0.59311,0.40481,0.35574,0.14022,-0.56136,0.4968,-0.87828,0.56048,0.13002,0.53682,0.99199,0.71035,0.10209,-0.19113,1.3147,0.25936,-0.46464,0.40656,0.57927,0.30932,-2.2949,0.69226,0.39545,0.13891,-0.11567,2.5195,0.99871,-0.89958,0.98059,-0.66361,0.12376,-0.3936,0.49665,-0.99641,0.3154,-0.080299,0.51342,0.46186,-1.0601,0.31185,1.031,-0.5048,1.5887,-0.21222,-1.1793
Germany,0.31098,0.05573,0.27293,-0.79354,0.15301,0.68547,-0.042667,0.23203,-0.90976,-0.71177,1.1649,-1.1234,-1.2657,-0.3255,0.96688,0.25919,0.57671,-0.55244,-0.73962,0.57585,0.67452,-1.1339,-0.74452,0.7491,-0.20376,-2.0823,0.081193,-0.29871,-0.64778,0.17616,2.4315,0.79447,0.40519,-0.011954,-1.1833,-0.91463,-0.013852,1.4251,-0.32726,-0.2092,0.76412,-0.55271,1.5657,-1.4095,0.51719,0.40492,-0.07026,0.2994,-0.34246,-0.28954
Thailand,0.17765,-0.79639,-0.049988,1.4182,0.034575,-0.84028,0.55555,-0.080121,0.52679,0.0023122,0.53119,-0.56702,0.43976,-0.3047,0.8868,0.89656,-0.43682,0.1023,0.2095,0.98867,0.30654,0.0054663,-0.043085,0.040747,0.21038,-1.1335,0.72388,-0.46893,-0.80514,0.44199,2.7999,0.73158,0.16846,0.81892,0.13799,0.29929,-0.30541,-0.037902,-0.86127,-0.65529,-1.0705,0.48492,0.80139,-0.86803,0.60769,0.37644,-0.56813,-0.10958,0.6117,-1.1001
United Kingdom,-0.10415,0.0248655,-0.4053365,0.15187001,0.181865,0.107356995,-0.4107525,0.193405,0.427915,-0.57493997,0.77132,0.214292,0.012355,-0.63734996,0.0823545,0.58248997,0.229158,-0.38303,-0.442525,0.80551004,0.45491502,-0.365705,0.18097001,0.330594,-0.257478,-1.7839,-0.17572498,-0.831355,-0.2098,0.308599,2.8924,0.113406,-0.1623755,-0.196285,-0.0882515,-0.331545,-0.132426,-0.045675002,-1.13593,-0.15602499,0.0779545,-0.06948999,0.488541,-0.67785,-0.59443897,1.009885,-0.92563,-0.453265,-0.65472,-0.739035
Tanzania,1.1182,0.016051,-0.19921,0.90456,-0.47076,-0.58144,-0.015863,-0.61592,1.3243,-0.40795,0.58959,-0.2252,0.14554,-1.5566,0.54419,0.47064,0.44898,0.42312,0.6632,0.64002,-0.046802,0.36805,0.64391,0.56987,0.099011,-0.32102,0.82862,-0.37932,-1.1374,0.32164,1.5062,0.89065,-0.78006,0.23415,0.79664,-0.076592,-0.71959,-0.3236,-0.20749,0.54249,-1.1079,0.56127,0.60689,-1.5994,-0.41817,0.66259,-0.60991,0.1401,0.69437,-1.6208
France,0.66571,0.29845,-1.0467,-0.66932,-0.78082,-0.00013007,-0.17931,0.3711,-0.18622,-0.40535,0.98644,-0.60545,-0.94571,-0.69207,0.56681,-0.3861,0.027634,-1.2464,-0.73561,-0.52222,-0.061766,0.16771,-0.37462,0.4225,-0.63095,-1.636,-0.25094,0.04495,-0.39758,0.98099,2.6293,0.8348,-0.77338,0.39402,-0.57976,-1.029,-0.26709,0.98714,-0.51029,-0.42477,1.3956,-0.029347,2.2295,-1.7079,0.025562,0.6906,-0.579,-0.17824,0.42916,-0.5394
RSA,-1.1268,-0.66064,0.32699,1.3185,-1.0427,-0.65596,-0.23043,-1.3776,0.41477,-1.1637,-0.26553,0.40237,-0.16054,-0.85187,-0.87577,0.10238,1.3912,-0.33276,-0.97867,0.049598,-1.1594,-0.19953,0.51073,0.60246,0.075618,0.37105,0.55929,-0.83559,-0.80539,-1.1235,0.56882,-0.9549,-0.49346,0.46651,0.51964,0.1845,-0.30801,-0.63898,0.70973,-0.094834,1.6062,0.50121,0.78761,-0.071345,0.7612,1.09,0.96047,0.44578,0.83273,0.069656
Italy,1.7704,-0.77758,-0.95302,0.329,0.040391,-0.086352,-0.096326,-0.14525,-0.85415,-0.091315,0.71825,-0.8378,-0.71724,-0.30078,1.2588,-0.72728,-0.26415,-0.17469,-0.57705,0.335,-0.51533,-0.43223,-0.80174,0.94644,0.0098356,-1.3264,0.59604,-0.12843,-1.0187,0.25605,2.6086,0.87975,-0.30444,0.31701,-0.66136,-0.15968,-0.28717,1.4486,-0.6017,-0.64794,0.37924,0.18643,1.2729,-1.2207,-0.20923,1.1948,-0.18,-0.35325,0.44488,-0.83675
Kenya,0.40044,0.04194,-0.047201,1.0901,-0.31929,-0.25377,-0.45639,-0.34451,1.5372,-0.75715,0.090759,-0.36166,-0.43692,-1.3226,0.72349,0.35523,0.87972,-0.051496,-0.13752,0.35615,-0.3303,0.64007,0.27121,0.43061,0.47067,-0.76419,0.99237,-0.72196,-1.0157,0.85898,1.5645,0.71899,-0.82299,0.25378,0.34654,-0.15065,-0.47152,-0.47869,-0.44868,0.15745,-0.72703,0.46383,0.42822,-0.66268,0.13954,1.0865,-0.73613,0.087425,0.59006,-1.5859
Myanmar,-0.51766,-0.0046984,-0.065691,1.0421,-0.36377,-1.7862,0.77068,-0.037647,0.9958,0.46442,0.27281,-0.37622,0.52184,-0.29211,0.37214,0.24571,0.20025,0.3006,1.207,0.86835,-0.037262,0.39958,0.83728,-0.45713,0.25307,-1.0377,0.9413,-0.35529,-0.65077,0.35453,2.4972,-0.24615,-0.71045,0.60779,-0.20055,0.18424,-0.22978,-0.45283,-0.88432,0.16557,-1.204,0.35716,0.43765,-0.90536,0.62381,-0.23385,-0.73283,0.31961,-0.34336,-1.277
Colombia,0.76711,-0.53432,0.057884,1.1279,-0.021452,-0.64132,-0.15539,0.33413,0.23962,0.54064,0.76528,-0.90681,0.11757,-0.28853,0.6315,-1.3044,-0.2284,-0.1495,0.29548,0.30309,-1.1462,-0.1612,0.33058,0.16257,-0.95557,-1.2683,0.60833,-0.06357,0.39087,0.091681,2.0273,-0.17743,-1.4316,-0.22887,-0.35496,-0.23553,-1.8291,-0.013455,-0.084608,-0.15725,-0.34641,0.81083,1.4533,-1.8185,-0.34397,0.28276,-0.26321,0.28994,-0.19014,-0.82892
South Korea,-0.170172,0.400265,0.08528,0.566375,-0.59311,-0.45414,-0.10031499,0.32951,0.312855,-0.472438,-0.055785,-0.52458,-0.0781725,-0.525805,-0.402876,0.6272,0.54877,0.24261999,-0.551413,0.906205,0.204745,0.08382501,0.2651235,-0.18005002,0.372155,-2.2065,0.836155,0.102570996,-0.51178503,-0.28366,3.3513498,-0.147322,0.103349,0.4626,0.19394499,-0.75945497,-0.1613015,-0.035339996,-1.19654,-0.507885,-0.53953,-0.4594585,1.04977,-1.11655,0.85161996,0.4162265,-0.31958002,0.35630497,-0.40673,-0.61475
Sudan,0.73035,-0.24628,-0.25172,0.45256,-0.14062,-0.22315,0.29425,0.083567,1.1997,-0.28948,0.46523,-0.29701,-0.55134,-1.2716,0.20386,0.30393,0.33801,-0.043013,0.98767,0.95797,-0.7981,0.78208,0.99817,0.20159,-0.44833,-1.3123,0.86005,-0.09803,-0.033466,0.50573,2.1297,0.12594,-1.525,0.58162,0.14797,-0.31618,-0.96033,-0.74894,-0.77345,0.55936,-0.19406,0.49795,0.38119,-1.4648,-0.02437,0.26846,-0.68173,0.85156,-0.77264,-1.1295
Uganda,0.74002,-0.80062,0.029836,0.47432,-0.30247,-0.49626,0.098724,-0.57323,1.2073,-0.7701,0.51197,-0.49124,0.064772,-2.0066,0.34522,0.43387,0.28362,0.65552,0.39979,0.8603,-0.44526,0.35542,0.48663,0.25119,0.024253,-0.71428,0.80966,-0.74497,-0.9923,0.54378,1.8966,0.64278,-0.98933,0.32101,0.16666,0.35032,-0.76427,-0.49631,-0.4889,-0.020041,-0.38239,0.67238,0.2109,-1.4092,-0.051206,0.57644,-0.42669,0.215,-0.13945,-1.2784
Spain,1.1595,0.21344,-0.36298,1.0122,-0.18473,-0.30199,-0.35055,0.8532,-0.71617,0.35008,1.1401,-0.58245,-0.33837,-0.36144,1.1036,-0.85338,-0.37948,-1.2075,-0.44249,0.10017,-1.0162,-0.76619,-0.6012,0.76406,-0.20989,-1.0587,0.4871,-0.63722,-0.35631,0.30415,2.6428,0.52948,-0.64095,0.11115,-0.44187,-0.54406,-0.67595,0.69745,-0.37146,-0.19252,0.54152,0.29873,1.4091,-1.291,-0.57823,0.52369,-0.44592,-0.61992,0.56161,-0.94449
Algeria,0.73365,-0.26457,-0.2012,0.14174,0.049879,-0.39153,0.43655,0.10812,0.24289,0.40985,0.97583,-1.3112,-0.4496,-0.3605,0.61006,-0.0053429,0.30541,0.068056,-0.26152,1.4775,-0.70825,0.36173,1.0515,0.88608,-0.43232,-0.85569,0.36375,0.013644,-0.20592,0.94168,1.4441,0.90921,-1.2364,0.45299,-0.032111,-0.00091242,-0.94561,0.028941,-0.84973,0.64047,0.0020614,0.34746,0.63507,-1.4988,-0.2418,0.75993,-0.56772,0.75503,-0.0099099,-1.7159
Iraq,0.8643,-0.18699,0.99589,-0.65489,0.64392,-0.44191,0.36037,0.31072,0.70071,-0.90208,-0.66442,-0.77709,-0.88973,-0.081438,0.2968,0.74191,0.39566,-0.59606,0.3467,0.76214,0.053087,0.43839,0.77542,-0.48396,-0.3259,-2.3488,-0.40539,0.059394,1.0076,1.112,2.9111,0.14878,-0.92753,-0.42307,-0.07785,0.16759,-0.41354,-0.23573,-1.4501,0.21852,-0.30933,0.27827,0.71862,-1.1314,0.2044,0.57201,-0.86646,1.4808,-1.157,-0.1834
Argentina,0.30309,-0.24835,-0.62801,1.068,-0.68397,-0.84683,-0.24429,0.69909,-1.1685,1.0031,1.0191,0.10211,-0.079516,-0.13184,1.1001,-0.91619,0.016927,-0.8497,-0.2852,0.28059,-1.1384,-0.78769,-0.43732,-0.061458,-0.39915,-0.76221,1.0491,-0.13895,-0.38365,-0.27953,2.5542,0.17744,0.011827,0.29512,-0.5911,-0.4105,-0.78927,0.40803,0.30279,-1.2068,-0.37791,-0.034194,1.8297,-1.5049,-0.38398,0.6953,-0.2524,-0.34135,0.60223,-0.84916
Afghanistan,1.2447,-0.6012,0.91558,-0.32839,0.55133,-0.90798,0.19726,-0.011695,0.9853,-1.1864,-0.29323,-1.1293,-0.53785,-0.52639,0.1525,0.45072,0.31377,-0.077195,0.2962,1.2003,-0.40543,0.50093,0.78234,-0.02051,-0.10183,-1.8625,-0.21898,-0.28833,0.4406,0.98703,2.6899,0.29544,-0.74035,-0.2833,0.25638,0.71681,-0.91745,-0.0050923,-1.517,0.28548,-0.75356,0.85136,0.7117,-1.4273,0.26013,0.13448,-0.46442,0.69723,-0.95135,-0.31487
Yemen,1.1794,-0.20645,0.10839,0.0030173,0.35888,-0.33421,-0.23423,0.42756,1.312,-0.3213,0.20364,-0.31169,0.25053,-0.077999,-0.45891,0.20563,-0.13927,-0.11492,-0.09897,1.8002,-0.32559,0.093687,1.1655,0.80174,-0.45581,-1.8554,0.65124,0.013399,0.21512,0.63971,1.2452,0.08435,-0.66948,0.29098,0.49202,-0.36807,-1.0759,-0.49899,-1.0413,0.67945,-0.17331,0.16508,0.69511,-0.80369,0.12499,0.43949,-0.77445,0.73268,-0.0017369,-1.1997
Canada,-0.72491,0.40524,-0.35895,0.65977,-0.27592,0.60496,-1.217,0.14638,0.85096,-0.74799,1.0267,-0.0491,0.40083,-0.11647,0.14594,0.32253,0.38807,-0.72773,-1.0039,-0.015682,0.66613,-0.30068,-0.01085,0.57758,-0.26283,-1.3647,0.17607,-0.54651,-0.40292,-0.14113,2.3757,0.60026,0.072329,-0.4139,-0.30918,-1.166,-0.15287,-0.18237,-0.075067,-0.30076,-0.073329,-0.19173,1.1995,-1.1107,-0.57754,1.011,-0.81894,-0.11035,0.015073,-0.03693
Poland,-0.37702,0.47362,0.31344,-0.23711,0.70257,0.63318,0.59792,0.65035,-0.66145,-1.2128,1.2191,-1.2979,0.28255,-0.42147,0.77957,0.84576,0.32248,-0.077685,-0.20554,1.1082,0.36429,-1.4393,-0.99148,0.45876,0.13942,-1.8145,0.19684,-0.43794,0.35225,0.11821,1.7225,0.8554,0.064044,-0.38668,-1.3531,0.01901,-0.20663,0.93854,-0.73513,0.33702,0.57519,0.30103,0.8791,-1.5753,-0.7214,1.2538,-0.6145,0.19247,-0.83043,-0.68375
Morocco,0.59473,0.36488,-0.77817,0.93933,-0.037318,-0.64638,0.16543,0.55007,0.48588,0.45553,0.90932,-1.0459,0.033392,-0.6082,0.63413,0.52727,0.41577,-0.95741,-0.046756,1.7472,-0.46554,0.29218,0.77029,0.85207,-0.19853,-0.88732,0.61826,-0.064217,0.066865,0.18422,1.5626,0.27913,-0.91489,0.72386,0.25402,-0.22033,-0.43213,0.9194,-1.4377,0.61241,0.40037,0.27386,1.1377,-1.2657,0.020006,0.076781,-0.56769,-0.045459,0.020519,-1.4825
Angola,0.62629,-0.61208,-0.48426,1.02,-0.32956,-1.0617,0.08124,0.28053,0.80578,-0.10144,1.0741,-0.61982,-0.16859,-1.2333,0.61408,-0.63446,0.037386,0.37904,0.68677,0.28486,-1.2904,0.29576,0.81813,0.11133,-0.2083,-0.09496,0.83434,-0.12206,-0.22692,0.61636,2.0753,0.37729,-1.3022,0.46362,-0.1918,0.14043,-1.0574,0.14502,-0.19846,-0.030458,-0.25229,0.059644,0.64176,-1.7524,-0.62911,1.1011,-0.26089,0.58333,-0.50707,-1.4228
Ukraine,0.010116,0.928,0.5651,0.47088,-0.12828,0.62916,0.79648,1.5639,-0.45899,0.0058128,1.0009,-0.8081,0.50041,0.60974,0.43451,-0.13704,0.11206,0.18364,0.40581,0.66037,0.45986,-1.0758,0.17123,-0.15856,0.15824,-1.5566,0.73764,0.1829,0.40501,0.44695,2.0744,0.74401,-0.46557,-0.21248,-1.4617,0.010621,-0.45303,1.1061,0.35433,0.037317,0.34839,-0.43922,1.4033,-1.7432,-0.70741,1.1817,-1.1879,0.92637,-0.027758,-1.0023
Uzbekistan,-0.28626,0.50746,0.59975,1.2841,-0.0067222,-0.82225,1.0127,0.18888,0.17532,0.44784,1.0612,-1.1818,-0.07218,-0.099865,0.17602,0.73371,-0.011952,-0.3683,0.35115,1.8421,-0.74007,-0.42983,0.70834,0.0019885,-0.5599,-1.2182,1.2483,-0.11756,0.040782,-0.36312,1.186,0.97334,-0.21021,-0.35874,-0.83752,0.27478,-0.5868,0.756,-1.3282,0.74377,0.030508,0.44096,0.91429,-1.0793,0.066311,0.39243,-0.65298,0.094275,-0.97933,-1.4303
Malaysia,-0.2733,-0.54583,-0.32637,1.8247,0.29108,-1.0569,0.44993,-0.60195,0.87542,0.017496,0.96876,-0.022208,-0.071889,-0.60675,0.25868,1.3338,0.18284,0.33957,0.14609,1.074,0.51863,0.12927,0.37627,0.26633,0.083352,-1.0532,1.0728,-0.43277,-1.0341,0.3701,2.7104,0.76851,0.21712,0.85278,0.14638,-0.35619,-0.19071,-0.091202,-0.91903,0.0073924,-0.90297,-0.12835,0.41989,-0.21922,0.39808,0.40928,-0.79796,0.12977,0.90538,-1.1855
Mozambique,0.97156,-0.43689,-0.31424,1.1965,-0.95528,-0.42767,0.27422,0.14908,0.87115,-0.24721,0.73211,-0.38306,0.47334,-1.3691,0.47178,-0.47534,-0.090697,0.57713,1.0303,0.39088,-0.77848,0.25797,0.28997,0.2204,0.57497,-0.041663,1.0118,-0.28269,-0.92122,0.76264,2.0791,0.54422,-0.80529,0.76238,-0.38314,0.32364,-0.82755,0.10449,-0.014288,-0.12395,-0.33624,0.50773,0.20757,-1.5349,-0.4966,0.63101,-0.56625,-0.27355,0.37204,-1.5991
Ghana,-0.27753,-0.14198,-0.62865,0.76395,0.012668,-0.52587,-0.21165,0.1987,0.61147,-0.31053,0.91843,-0.00989,0.12913,-1.1754,0.31035,0.4484,0.53633,0.013437,-0.12895,0.37086,-0.42613,0.50814,0.61024,0.229,0.071434,-0.39214,0.73007,-0.19735,-1.046,0.21746,1.1906,1.2736,-0.71157,0.055947,0.5405,0.51374,-0.78814,0.31729,0.016883,-0.54992,0.090006,0.84053,0.12881,-1.6951,-0.73386,1.7114,-0.091706,0.48332,0.01109,-1.7086
Peru,0.56325,-0.10534,-0.21799,1.335,-0.35513,-0.98961,-0.02227,0.44863,-0.32069,0.72776,0.77992,-0.43826,0.70535,-0.20057,0.44197,-0.6322,-0.58263,0.019518,0.25073,0.66106,-0.93496,-0.023471,0.074304,-0.11181,-0.20324,-1.1545,0.39452,0.09372,-0.27182,-0.18068,1.8429,-0.37776,-1.1332,-0.17605,0.076909,-0.25296,-1.2729,-0.15811,0.16515,-0.32012,-0.76888,0.37513,1.3977,-1.3739,-0.57559,0.60141,-0.10711,0.10838,0.44186,-1.4398
Saudi Arabia,0.777115,0.453175,-0.0570155,0.15087,0.99167,-0.70724,0.050799996,0.315155,0.66942,0.62137,0.3072,-0.19336,-0.016848,0.245299,0.1673955,0.683995,-0.03609,-0.432505,-0.232615,1.61515,0.40531,-0.045949996,0.65525496,0.1139115,-0.86368,-2.25335,0.43837,-0.12437551,-0.0320085,0.528205,1.9782,0.65791,-0.0252745,0.792625,0.47662503,-0.322515,-0.50071,0.42799002,-1.35865,0.71085,0.009865001,0.465125,0.65185,-0.39427,0.686585,0.6361,-1.3736,1.055345,-0.730915,-0.825155
Madagascar,1.326,-0.51007,-0.69609,1.0304,-0.31879,-0.27561,0.53479,0.12041,0.43976,-0.053584,0.59201,-0.3052,0.89404,-0.32549,0.41496,0.26391,0.48185,0.016914,-0.12395,0.23508,-1.1536,0.097257,0.53626,0.46499,0.11401,-0.017578,0.58774,0.30043,-0.95269,0.88039,1.1609,0.03271,-1.0556,0.21363,-0.32918,-0.2626,-0.96393,-0.79459,-0.025202,-0.31552,-0.56841,0.86062,0.13984,-1.0248,-0.79385,1.2679,-0.27798,-0.80686,0.065857,-1.4113
